,Restaurant,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
3811,ID_4800,Kolkata,"Pizza, North Indian, Street Food",150,99,3.3,55,8,45 
3812,ID_4246,Bangalore,"Beverages, Juices",50,50,2.9,16,10,30 
3813,ID_7894,Noida,North Indian,150,50,2.6,133,10,45 
3814,ID_556,Mumbai,North Indian,250,50,4.1,956,431,30 
3815,ID_400,Hyderabad,"North Indian, Chinese, Biryani",250,50,3.7,327,59,30 
3816,ID_7052,Pune,"Italian, Mexican, Salad, Beverages",600,50,4.2,917,385,45 
3817,ID_1932,Gurgaon,Fast Food,150,50,3.2,9,3,30 
3818,ID_5191,Delhi,"Pizza, Fast Food",150,50,NEW,-,-,30 
3819,ID_8273,Noida,"North Indian, Chinese, Rolls",150,50,NEW,-,-,30 
3820,ID_2787,Gurgaon,North Indian,150,50,-,-,-,30 
3821,ID_1577,Noida,"North Indian, Mughlai, Chinese",250,50,3.4,17,7,30 
3822,ID_5641,Noida,"North Indian, Bengali, Healthy Food",200,50,3.3,10,8,30 
3823,ID_7528,Bangalore,"North Indian, Biryani, Mughlai, Chinese",350,50,3.6,227,134,45 
3824,ID_3613,Noida,"North Indian, Tea, Fast Food, Beverages",100,50,2.9,6,3,30 
3825,ID_974,Bangalore,"Cafe, Fast Food, Beverages",200,50,3.7,45,23,45 
3826,ID_8475,Noida,"North Indian, Chinese, Fast Food",150,50,3.8,171,88,45 
3827,ID_256,Noida,"Hyderabadi, Biryani",150,50,3.7,70,14,30 
3828,ID_3969,Delhi,"Beverages, Desserts",200,99,3.7,42,20,45 
3829,ID_7750,Noida,"Asian, Biryani, North Indian, Desserts",200,99,4.0,71,52,30 
3830,ID_6214,Bangalore,"Biryani, Rolls, Chinese, North Indian",200,50,3.5,184,44,45 
3831,ID_3734,Gurgaon,North Indian,200,50,-,-,-,30 
3832,ID_2258,Delhi,North Indian,200,50,-,-,-,30 
3833,ID_5403,Gurgaon,"Bakery, Desserts",200,99,2.8,4,-,30 
3834,ID_4485,Delhi,North Indian,200,50,3.5,40,19,65 
3835,ID_3834,Bangalore,"Fast Food, Biryani, Rolls",150,50,3.3,189,59,65 
3836,ID_3418,Hyderabad,"North Indian, Chinese, South Indian, Desserts",300,50,3.4,31,12,45 
3837,ID_4793,Mumbai,Sandwich,100,50,3.5,44,4,45 
3838,ID_1290,Pune,"Fast Food, Beverages",100,50,3.2,9,4,30 
3839,ID_983,Pune,Chinese,100,50,-,-,-,30 
3840,ID_7058,Bangalore,"Biryani, South Indian",100,50,4.2,223,56,30 
3841,ID_8234,Gurgaon,"Fast Food, Ice Cream",150,50,3.2,7,1,30 
3842,ID_4887,Pune,"Desserts, Fast Food",100,50,2.8,6,3,30 
3843,ID_7827,Pune,"Chinese, Thai, Asian, Biryani, Italian, Cafe",500,50,4.2,200,123,30 
3844,ID_676,Noida,"North Indian, Chinese",250,50,3.5,25,13,30 
3845,ID_720,Pune,"Biryani, North Indian, Mughlai",300,50,4.2,538,150,45 
3846,ID_5084,Pune,"Ice Cream, Desserts",100,50,4.1,273,110,30 
3847,ID_8643,Mumbai,"Chinese, North Indian, Lebanese, Malwani",300,50,3.4,100,36,45 
3848,ID_741,Noida,"Chinese, North Indian",200,50,3.4,14,5,30 
3849,ID_5264,Noida,Rolls,100,50,3.4,15,2,30 
3850,ID_2352,Noida,North Indian,100,50,3.2,8,2,30 
3851,ID_6521,Noida,"Bakery, Desserts",200,50,4.7,376,273,45 
3852,ID_2596,Bangalore,"Pizza, Fast Food",250,50,3.2,6,2,30 
3853,ID_7917,Delhi,"North Indian, Chinese, Fast Food, Beverages, Desserts",200,50,3.2,7,2,30 
3854,ID_1126,Bangalore,"Burger, Fast Food, Desserts",200,50,2.7,41,14,45 
3855,ID_364,Delhi,"Fast Food, Ice Cream",50,50,3.3,7,3,45 
3856,ID_3402,Pune,Maharashtrian,100,50,3.6,63,20,45 
3857,ID_927,Delhi,"Biryani, Kebab, North Indian",350,50,4.0,72,48,30 
3858,ID_3381,Pune,"Chinese, North Indian, Mughlai",200,50,3.3,14,2,30 
3859,ID_1393,Noida,"North Indian, Chinese, Continental, Beverages",250,99,3.4,22,3,30 
3860,ID_3125,Kolkata,"Bengali, Chinese, Fast Food",200,50,3.5,170,48,45 
3861,ID_3193,Bangalore,"Ice Cream, Desserts",100,50,3.9,44,16,45 
3862,ID_8423,Delhi,Fast Food,100,50,-,-,-,30 
3863,ID_1562,Delhi,"North Indian, Chinese",200,50,3.1,8,1,30 
3864,ID_1421,Bangalore,"North Indian, Tex-Mex, Italian, Chinese, Continental",450,50,4.1,902,394,30 
3865,ID_940,Pune,"Biryani, North Indian",200,50,3.0,92,26,65 
3866,ID_6729,Noida,"North Indian, Mughlai, Chinese",150,50,3.6,35,4,45 
3867,ID_2120,Pune,"North Indian, Biryani",350,50,4.1,1357,609,45 
3868,ID_7585,Kolkata,"Italian, Continental","1,200",50,4.0,655,358,30 
3869,ID_8573,Pune,"Pizza, Italian",250,50,4.1,29,20,30 
3870,ID_6474,Gurgaon,"Sandwich, Fast Food",200,50,3.5,25,23,30 
3871,ID_1679,Gurgaon,Chinese,100,50,3.1,6,-,30 
3872,ID_1052,Pune,"North Indian, Sandwich",200,50,3.4,15,2,30 
3873,ID_8084,Mumbai,"North Indian, Rolls, Desserts",200,50,3.3,18,5,30 
3874,ID_8656,Bangalore,"Chinese, Naga",300,50,4.1,584,301,45 
3875,ID_5675,Delhi,"Cafe, North Indian, Italian",250,99,3.7,438,273,45 
3876,ID_2251,Delhi,"North Indian, Fast Food",200,50,-,-,-,30 
3877,ID_363,Mumbai,"Ice Cream, Desserts, Beverages",150,50,3.7,27,7,45 
3878,ID_8190,Bangalore,"Andhra, North Indian, Chinese",400,50,4.2,336,202,30 
3879,ID_4799,Noida,"Momos, Fast Food",100,50,3.7,-,-,30 
3880,ID_4267,Hyderabad,"Street Food, South Indian",50,0,4.2,765,143,30 
3881,ID_4436,Delhi,"North Indian, Street Food",150,50,3.7,81,40,30 
3882,ID_5760,Gurgaon,"Fast Food, Chinese, North Indian",200,99,3.4,88,45,65 
3883,ID_3819,Delhi,"Chinese, Momos",200,50,3.8,335,72,45 
3884,ID_3125,Kolkata,"Bengali, Chinese, Fast Food",200,50,3.5,170,48,45 
3885,ID_4533,Noida,North Indian,200,50,3.3,142,61,45 
3886,ID_7000,Delhi,North Eastern,400,50,3.9,161,35,30 
3887,ID_7587,Delhi,North Indian,400,50,3.6,180,125,45 
3888,ID_5801,Noida,Street Food,100,50,4.0,456,126,45 
3889,ID_3075,Kolkata,"Fast Food, Mishti",150,50,4.3,441,137,45 
3890,ID_7765,Pune,"North Indian, Chinese, Kebab, Rolls",200,50,2.7,18,10,30 
3891,ID_1456,Delhi,North Indian,100,50,3.6,68,19,45 
3892,ID_105,Pune,"Tea, Street Food, Maharashtrian",100,50,3.5,23,9,30 
3893,ID_2421,Pune,"Continental, North Indian, Mughlai, Italian, Asian",700,50,4.5,3727,1818,45 
3894,ID_4924,Noida,"North Indian, Chinese, Mughlai",100,50,3.2,8,2,30 
3895,ID_1431,Bangalore,"Beverages, Fast Food",150,50,3.2,4,3,30 
3896,ID_6461,Delhi,"Seafood, North Indian, Mangalorean",900,99,4.5,1759,983,45 
3897,ID_6670,Pune,"North Indian, Fast Food, Chinese, Maharashtrian",250,50,-,-,-,30 
3898,ID_5252,Delhi,"Ice Cream, Desserts, Fast Food",250,50,3.4,24,7,30 
3899,ID_5761,Pune,Chinese,150,50,3.1,7,5,30 
3900,ID_4253,Bangalore,Beverages,100,50,3.4,13,4,30 
3901,ID_3272,Gurgaon,"North Indian, Chinese",200,50,3.8,64,37,30 
3902,ID_3888,Delhi,"North Indian, South Indian, Chinese",150,50,3.2,12,5,30 
3903,ID_1777,Delhi,"Chinese, Fast Food",150,50,3.5,67,48,30 
3904,ID_5214,Bangalore,"North Indian, Chinese",200,50,3.4,80,46,30 
3905,ID_4446,Pune,"Desserts, Beverages",200,50,4.1,598,257,45 
3906,ID_1580,Noida,"Mughlai, North Indian, Chinese",300,99,4.0,505,146,65 
3907,ID_6494,Pune,Street Food,50,50,3.1,8,1,30 
3908,ID_1547,Delhi,North Indian,100,50,NEW,-,-,30 
3909,ID_74,Gurgaon,"North Indian, Chinese",150,50,-,-,-,30 
3910,ID_2349,Gurgaon,"North Indian, Chinese, Beverages",200,50,3.7,47,26,30 
3911,ID_5741,Delhi,"Pizza, Fast Food",200,50,2.8,84,17,45 
3912,ID_2372,Pune,"North Indian, Chinese, Fast Food, Mughlai",300,50,3.0,8,4,45 
3913,ID_8487,Bangalore,"Pizza, Fast Food",200,50,3.4,12,5,30 
3914,ID_1477,Pune,"Fast Food, Tea, Beverages",150,50,3.1,35,19,30 
3915,ID_3136,Bangalore,"Desserts, Ice Cream",50,50,-,-,-,30 
3916,ID_1666,Noida,"Mexican, American, Italian, Burger",500,99,4.6,4903,3989,65 
3917,ID_3623,Delhi,North Indian,200,99,4.3,540,178,45 
3918,ID_1039,Gurgaon,"North Indian, Asian, Continental",200,50,-,-,-,30 
3919,ID_7544,Bangalore,"Desserts, Beverages, Ice Cream",150,50,NEW,-,-,30 
3920,ID_4164,Pune,Cafe,150,50,3.4,25,-,30 
3921,ID_3203,Hyderabad,"Healthy Food, Salad, Continental, Juices",200,50,3.6,68,41,30 
3922,ID_5567,Mumbai,Parsi,200,50,3.8,50,32,30 
3923,ID_8463,Pune,"Desserts, Beverages",100,50,4.2,40,23,30 
3924,ID_5208,Kolkata,"Street Food, Mishti",50,50,3.2,28,2,30 
3925,ID_1600,Delhi,"North Indian, Chinese, Momos",200,0,3.8,255,79,45 
3926,ID_2980,Noida,"North Indian, South Indian",150,50,3.7,80,31,45 
3927,ID_5022,Delhi,"Chinese, Fast Food",200,99,3.5,63,8,45 
3928,ID_3524,Hyderabad,South Indian,150,50,3.4,62,31,30 
3929,ID_7331,Noida,Fast Food,100,50,3.5,36,20,30 
3930,ID_7066,Bangalore,"Beverages, Desserts, Juices",100,50,3.8,86,24,45 
3931,ID_4786,Pune,"Cafe, Italian, Bakery",200,50,2.6,93,53,45 
3932,ID_83,Noida,"North Indian, Mughlai",200,50,3.3,13,2,30 
3933,ID_1815,Pune,"Continental, North Indian, Asian, Pizza",800,50,4.3,2896,1967,45 
3934,ID_5120,Mumbai,"Biryani, North Indian",200,50,3.4,16,13,30 
3935,ID_2147,Delhi,"Bakery, Beverages, Chinese",150,50,3.5,19,7,30 
3936,ID_1519,Kolkata,"Bengali, Chinese, North Indian, Biryani",50,50,3.3,10,3,30 
3937,ID_2699,Gurgaon,"North Indian, Chinese",250,50,NEW,-,-,30 
3938,ID_2029,Pune,North Indian,100,50,NEW,-,-,30 
3939,ID_4204,Noida,"Bakery, Fast Food, Desserts",200,50,3.7,147,72,120 
3940,ID_5221,Bangalore,"South Indian, North Indian",150,50,3.9,41,13,30 
3941,ID_5286,Mumbai,"North Indian, Chinese, Seafood, Asian",350,50,3.5,42,24,30 
3942,ID_8034,Kolkata,"North Indian, Rajasthani, Beverages",100,50,3.2,8,2,30 
3943,ID_3449,Noida,"Bakery, Desserts",150,50,3.5,26,12,45 
3944,ID_638,Delhi,North Indian,200,50,2.8,15,4,45 
3945,ID_6163,Hyderabad,Fast Food,150,50,3.1,7,1,30 
3946,ID_193,Bangalore,"Arabian, Afghan",200,50,3.8,66,25,65 
3947,ID_6417,Delhi,"North Indian, Mughlai",250,50,3.2,160,69,65 
3948,ID_3678,Hyderabad,South Indian,100,50,3.4,18,1,30 
3949,ID_2165,Bangalore,"North Indian, Chinese, Mughlai, Biryani, Beverages",250,50,3.5,37,15,30 
3950,ID_537,Pune,"Continental, Italian, Momos",300,50,3.5,308,159,30 
3951,ID_7451,Bangalore,"Biryani, North Indian",200,50,3.6,217,46,30 
3952,ID_3870,Noida,"Chinese, Fast Food",250,50,3.4,28,5,30 
3953,ID_1228,Pune,"Cafe, Iranian",150,50,4.1,114,74,45 
3954,ID_0,Delhi,Cafe,150,50,-,-,-,30 
3955,ID_7861,Bangalore,"North Indian, South Indian, Chinese",150,50,3.4,9,4,30 
3956,ID_7616,Pune,"Bakery, Fast Food, Desserts, Beverages",200,50,4.1,474,230,65 
3957,ID_4897,Bangalore,"Beverages, Tea, Street Food, Sandwich, Fast Food",50,50,3.5,6,4,30 
3958,ID_1528,Pune,"Fast Food, Rolls, Biryani, North Indian",150,50,3.9,420,264,45 
3959,ID_530,Bangalore,"Cafe, Italian, Desserts, Bakery",450,50,4.3,760,387,65 
3960,ID_6555,Delhi,"Ice Cream, Beverages, Pizza",100,50,3.4,18,8,45 
3961,ID_5943,Noida,"North Indian, Chinese",250,50,3.6,28,10,30 
3962,ID_1522,Mumbai,"Mithai, Street Food",100,50,3.2,7,2,65 
3963,ID_7329,Delhi,"Beverages, Coffee",50,50,3.6,28,5,30 
3964,ID_4807,Noida,"Momos, North Indian",150,50,3.6,32,14,30 
3965,ID_1137,Noida,"Burger, Fast Food, Beverages",150,50,3.4,30,13,30 
3966,ID_8417,Delhi,Cafe,300,50,3.8,334,250,45 
3967,ID_3591,Pune,"Desserts, Ice Cream, Beverages",200,50,3.3,64,10,30 
3968,ID_624,Delhi,BBQ,150,50,3.2,7,2,30 
3969,ID_8508,Noida,BBQ,250,0,-,-,-,30 
3970,ID_5762,Noida,"North Indian, Chinese, Continental",600,50,3.4,129,83,30 
3971,ID_1230,Pune,"Continental, Chinese, Italian, Burger, Salad",250,50,3.9,115,68,30 
3972,ID_7361,Gurgaon,"North Indian, Mughlai",200,50,3.4,166,78,65 
3973,ID_400,Hyderabad,"North Indian, Chinese, Biryani",250,50,3.7,327,59,30 
3974,ID_7138,Mumbai,"North Indian, Mughlai, Chinese",150,50,2.8,9,4,30 
3975,ID_5828,Noida,"Fast Food, Pizza",200,50,3.7,75,21,30 
3976,ID_3713,Mumbai,"Italian, Pizza",400,50,4.1,2996,1501,65 
3977,ID_4312,Noida,"North Indian, Chinese, Mughlai, Biryani",550,99,4.7,2058,1538,65 
3978,ID_4843,Pune,"Chinese, North Indian",250,50,2.4,57,26,30 
3979,ID_1571,Noida,"North Indian, Mughlai",250,99,3.2,104,47,45 
3980,ID_5822,Bangalore,Ice Cream,100,50,3.3,6,1,45 
3981,ID_7216,Pune,"North Indian, Chinese, Mughlai, Hyderabadi",200,50,3.4,82,33,30 
3982,ID_8164,Mumbai,Chinese,"1,000",50,4.2,687,274,30 
3983,ID_1074,Mumbai,"Mithai, Street Food",100,50,3.2,5,-,30 
3984,ID_5568,Delhi,"Chinese, Fast Food",200,50,3.3,11,4,30 
3985,ID_1822,Bangalore,"Chinese, North Indian, Kerala, Seafood, Fast Food",250,50,3.5,18,5,30 
3986,ID_3156,Delhi,"North Indian, Chinese, Fast Food",300,50,3.9,1068,208,45 
3987,ID_4337,Bangalore,"North Indian, South Indian, Continental, Beverages",400,50,3.4,13,2,30 
3988,ID_5987,Mumbai,North Indian,150,50,3.9,179,79,45 
3989,ID_5739,Delhi,Fast Food,150,50,3.1,4,2,30 
3990,ID_3648,Mumbai,"North Indian, Mughlai, Seafood, Chinese, Lucknowi",350,50,3.8,234,109,30 
3991,ID_6880,Kolkata,"Sandwich, Fast Food, Burger",100,50,3.4,226,83,30 
3992,ID_70,Pune,"Italian, Fast Food",200,50,3.1,13,4,30 
3993,ID_6716,Hyderabad,"Street Food, Mithai",150,50,4.1,100,5,45 
3994,ID_739,Delhi,"North Indian, South Indian, Chinese, Mithai, Bakery",200,50,3.6,126,81,65 
3995,ID_6046,Noida,North Indian,100,50,-,-,-,30 
3996,ID_5482,Delhi,"Burger, Afghan",250,50,3.1,33,12,30 
3997,ID_5766,Delhi,"Burger, Sandwich, Pizza, Chinese, Beverages",200,50,-,-,-,30 
3998,ID_747,Pune,"Desserts, Beverages",150,50,3.3,37,13,45 
3999,ID_4341,Bangalore,"Fast Food, Beverages",100,50,3.0,5,2,45 
4000,ID_3067,Bangalore,"North Indian, Fast Food",150,50,3.7,23,5,30 
4001,ID_4810,Gurgaon,Fast Food,150,50,3.9,42,40,30 
4002,ID_2229,Noida,"Chinese, North Indian, Rolls",100,99,3.9,402,205,45 
4003,ID_3675,Gurgaon,North Indian,100,50,3.9,142,21,30 
4004,ID_1248,Pune,North Indian,250,50,4.2,6975,2931,30 
4005,ID_1042,Mumbai,"North Indian, Biryani, Desserts, Beverages, Wraps",200,50,3.8,86,53,30 
4006,ID_2800,Mumbai,Beverages,100,50,-,-,-,30 
4007,ID_5571,Hyderabad,"North Indian, Mughlai, Lebanese",150,50,3.4,190,10,30 
4008,ID_4080,Noida,"North Indian, Mughlai",250,50,3.0,37,11,45 
4009,ID_2054,Noida,"North Indian, Chinese",200,50,3.2,76,18,65 
4010,ID_5382,Bangalore,"Biryani, Andhra, Chinese",250,50,3.5,37,17,45 
4011,ID_5285,Mumbai,"Mughlai, North Indian",200,50,4.0,1408,851,45 
4012,ID_2920,Kolkata,"Chinese, North Indian",150,50,NEW,-,-,30 
4013,ID_3452,Pune,"Ice Cream, Desserts, Fast Food",350,50,4.6,332,202,30 
4014,ID_8606,Noida,"North Indian, Mughlai",200,50,-,-,-,30 
4015,ID_6571,Delhi,"North Indian, Mughlai",350,50,3.3,23,8,45 
4016,ID_8317,Delhi,North Indian,650,50,4.0,368,273,45 
4017,ID_4672,Kolkata,"Chinese, North Indian",150,50,2.5,17,5,30 
4018,ID_5317,Bangalore,Healthy Food,200,50,3.9,57,29,30 
4019,ID_1461,Pune,"Chinese, North Indian, Biryani",150,50,3.3,12,4,30 
4020,ID_289,Bangalore,Momos,50,50,3.5,12,1,30 
4021,ID_3613,Noida,"North Indian, Tea, Fast Food, Beverages",100,50,2.9,6,3,30 
4022,ID_6819,Bangalore,"Chinese, North Indian, Street Food, South Indian, Fast Food",150,99,4.0,384,133,45 
4023,ID_7602,Gurgaon,"North Indian, Chinese, Fast Food",200,50,NEW,-,-,30 
4024,ID_1612,Bangalore,"North Indian, Biryani",300,50,3.7,363,64,45 
4025,ID_4625,Delhi,"North Eastern, Momos, Fast Food, Beverages, Tibetan",100,50,2.9,-,-,30 
4026,ID_43,Pune,"Mexican, Beverages",300,50,4.3,117,77,65 
4027,ID_8351,Bangalore,"Chinese, North Indian, Mughlai, Ice Cream",400,50,3.7,439,170,65 
4028,ID_3905,Bangalore,"Biryani, North Indian",200,99,3.3,345,32,30 
4029,ID_6469,Bangalore,"Sandwich, Fast Food, Beverages",100,50,3.5,10,-,30 
4030,ID_7615,Bangalore,"Bakery, Desserts",200,50,-,-,-,30 
4031,ID_5544,Delhi,"North Indian, Chinese",100,50,3.6,42,26,30 
4032,ID_1911,Kolkata,Ice Cream,100,50,3.2,7,-,45 
4033,ID_3325,Delhi,Chinese,200,50,3.8,293,102,30 
4034,ID_2326,Mumbai,South Indian,100,50,2.9,10,3,30 
4035,ID_2254,Kolkata,South Indian,150,50,3.4,20,10,30 
4036,ID_552,Bangalore,"North Indian, Chinese",300,50,3.8,49,24,30 
4037,ID_1052,Pune,"North Indian, Sandwich",200,50,3.4,15,2,30 
4038,ID_1703,Gurgaon,"Chinese, Thai",250,50,3.3,9,7,30 
4039,ID_7127,Delhi,North Indian,50,50,3.8,65,18,30 
4040,ID_8246,Noida,"Chinese, North Indian",200,50,3.9,127,79,30 
4041,ID_3167,Mumbai,"Sandwich, Street Food",50,50,-,-,-,30 
4042,ID_5947,Mumbai,"Rolls, Lebanese",100,50,3.7,55,25,30 
4043,ID_72,Bangalore,South Indian,100,50,3.7,9,1,45 
4044,ID_7988,Delhi,"North Indian, Mughlai",200,0,3.5,80,11,45 
4045,ID_2893,Bangalore,North Indian,50,50,3.2,-,-,30 
4046,ID_7278,Delhi,"South Indian, North Indian",200,50,3.3,18,13,65 
4047,ID_4906,Kolkata,"North Indian, Chinese, Biryani",200,50,3.0,-,-,30 
4048,ID_5696,Delhi,"Pizza, Fast Food",200,50,3.3,51,12,45 
4049,ID_6081,Pune,"South Indian, Fast Food",100,50,2.6,109,55,30 
4050,ID_4976,Pune,Bakery,100,50,-,-,-,30 
4051,ID_1394,Gurgaon,"North Indian, Chinese, Fast Food",900,50,4.6,307,227,30 
4052,ID_5708,Bangalore,"Pizza, Fast Food, Italian",300,50,3.8,554,272,30 
4053,ID_2892,Delhi,"North Indian, Chinese",100,50,3.3,12,2,30 
4054,ID_973,Gurgaon,Beverages,100,50,3.5,47,3,30 
4055,ID_2549,Bangalore,"Biryani, Kebab, Rolls",200,50,3.9,474,148,45 
4056,ID_6677,Delhi,Lebanese,100,50,3.4,11,4,30 
4057,ID_284,Mumbai,"Desserts, Ice Cream",100,50,3.6,21,11,30 
4058,ID_4940,Bangalore,Fast Food,100,50,-,-,-,30 
4059,ID_754,Mumbai,Fast Food,200,50,3.2,5,1,30 
4060,ID_4528,Delhi,Japanese,250,50,-,-,-,30 
4061,ID_8606,Bangalore,South Indian,200,50,-,-,-,30 
4062,ID_5692,Mumbai,"Pizza, Fast Food, Italian",250,50,NEW,-,-,30 
4063,ID_4281,Mumbai,Fast Food,150,50,-,-,-,30 
4064,ID_6899,Mumbai,"Coffee, Beverages, Fast Food",200,50,NEW,-,-,30 
4065,ID_5851,Delhi,"North Indian, Chinese, Continental",450,99,4.0,157,80,45 
4066,ID_3174,Pune,"Continental, Kebab, Italian, Modern Indian, Finger Food, Asian, Sushi, Desserts",600,50,3.9,554,320,30 
4067,ID_43,Pune,"Mexican, Beverages",300,50,4.3,117,77,65 
4068,ID_3863,Gurgaon,South Indian,100,50,NEW,-,-,30 
4069,ID_1425,Delhi,"Sandwich, Wraps, Healthy Food, Salad",150,50,3.6,24,7,30 
4070,ID_4848,Gurgaon,"Cafe, Fast Food",400,50,4.1,464,310,30 
4071,ID_4654,Mumbai,"Burger, Fast Food",200,50,3.5,406,111,30 
4072,ID_4108,Bangalore,"Chinese, Rolls",100,50,3.6,40,17,45 
4073,ID_7654,Kolkata,"Cafe, Beverages",250,50,4.0,589,346,45 
4074,ID_6638,Pune,North Indian,150,50,3.8,161,40,30 
4075,ID_956,Pune,"Healthy Food, Salad, Juices",200,50,3.5,75,38,45 
4076,ID_8512,Pune,American,300,50,3.8,20,13,30 
4077,ID_2928,Noida,"Chinese, Continental",200,50,3.4,14,8,30 
4078,ID_4625,Kolkata,"Fast Food, North Eastern, Momos",100,50,-,-,-,30 
4079,ID_2417,Pune,"Seafood, Chinese, Continental, North Indian, Beverages, Biryani",400,50,3.4,179,93,45 
4080,ID_1361,Bangalore,"Bakery, Desserts",200,50,NEW,-,-,30 
4081,ID_1110,Pune,"Mithai, Street Food",50,50,4.3,204,95,30 
4082,ID_5074,Delhi,"Bakery, Desserts, Fast Food",200,50,3.8,231,139,45 
4083,ID_347,Delhi,North Indian,150,50,3.3,344,20,45 
4084,ID_8265,Bangalore,"North Indian, South Indian, Chinese",100,50,-,-,-,30 
4085,ID_1304,Pune,"North Indian, Mughlai, Chinese",200,50,-,-,-,30 
4086,ID_2369,Noida,"North Indian, Chinese",250,50,2.8,172,31,45 
4087,ID_7124,Noida,North Indian,100,0,NEW,-,-,30 
4088,ID_4272,Pune,"South Indian, North Indian, Chinese",200,50,3.5,34,9,30 
4089,ID_2547,Pune,"Chinese, North Indian",250,50,3.4,20,8,30 
4090,ID_3723,Kolkata,"Mishti, Fast Food",100,50,3.8,119,38,45 
4091,ID_2103,Noida,"North Indian, Kebab",150,50,-,-,-,30 
4092,ID_3267,Bangalore,North Indian,200,50,-,-,-,30 
4093,ID_6057,Noida,"North Indian, Mughlai",300,50,4.0,390,224,30 
4094,ID_2644,Pune,Fast Food,150,50,3.1,5,-,30 
4095,ID_463,Pune,"Ice Cream, Desserts",100,50,NEW,-,-,30 
4096,ID_4962,Delhi,"North Indian, Burger, Chinese, Fast Food, Beverages, Pizza, Sandwich, Momos",150,50,3.8,1448,971,65 
4097,ID_7876,Noida,"North Indian, Chinese",200,50,NEW,-,-,30 
4098,ID_942,Noida,Biryani,150,50,NEW,-,-,30 
4099,ID_4048,Bangalore,"North Indian, Chinese",200,50,3.8,64,21,30 
4100,ID_1635,Gurgaon,"Pizza, Italian, Fast Food",250,50,3.7,108,71,30 
4101,ID_5093,Noida,South Indian,200,50,3.9,21,13,30 
4102,ID_2858,Noida,North Indian,150,50,3.8,552,123,65 
4103,ID_3744,Mumbai,"Fast Food, Chinese",200,50,3.8,91,44,45 
4104,ID_5989,Bangalore,Bakery,100,50,3.2,4,-,30 
4105,ID_570,Hyderabad,South Indian,50,50,-,-,-,30 
4106,ID_3454,Delhi,Cafe,250,50,4.4,243,176,30 
4107,ID_7727,Gurgaon,"North Indian, Chinese",200,50,3.4,19,10,65 
4108,ID_7433,Pune,"North Indian, Mughlai, Biryani",550,50,4.6,473,294,30 
4109,ID_3360,Pune,"North Indian, Biryani, Maharashtrian",150,50,-,-,-,30 
4110,ID_8033,Delhi,"Chinese, Fast Food, Italian, North Indian",300,50,3.9,167,111,30 
4111,ID_4432,Gurgaon,"North Indian, Odia",150,50,3.2,11,4,30 
4112,ID_190,Bangalore,"Mithai, Desserts",100,50,3.6,16,12,30 
4113,ID_6899,Delhi,"Coffee, Beverages, Fast Food",200,50,NEW,-,-,45 
4114,ID_5107,Noida,"North Indian, Fast Food",200,50,3.6,58,31,65 
4115,ID_6100,Noida,North Indian,200,50,3.4,24,22,45 
4116,ID_4040,Pune,Biryani,200,50,3.2,6,2,30 
4117,ID_2304,Gurgaon,"North Indian, Fast Food",200,99,3.9,123,59,65 
4118,ID_1827,Bangalore,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",300,50,3.5,102,49,45 
4119,ID_5589,Delhi,North Indian,200,50,3.3,7,4,30 
4120,ID_6876,Delhi,"North Indian, Chinese",200,50,3.6,20,7,30 
4121,ID_8256,Pune,"North Indian, Chinese",200,50,3.6,93,18,45 
4122,ID_3666,Gurgaon,"Healthy Food, Sandwich, Beverages, Desserts",200,50,4.4,98,74,45 
4123,ID_4869,Mumbai,"Chinese, Mughlai",150,50,3.7,59,12,45 
4124,ID_7095,Bangalore,"Andhra, South Indian",100,50,3.8,82,42,30 
4125,ID_453,Delhi,"North Indian, Mughlai",200,50,3.8,27,9,30 
4126,ID_1404,Noida,"Italian, Salad, Mexican, North Indian",200,50,4.1,58,39,30 
4127,ID_7986,Pune,"Healthy Food, Continental",200,99,3.2,7,3,30 
4128,ID_211,Pune,"North Indian, Chinese, Fast Food",250,50,3.7,435,91,30 
4129,ID_6036,Pune,"North Indian, South Indian",200,50,3.2,6,3,30 
4130,ID_7739,Pune,"Cafe, Desserts, French, Bakery, European",250,50,4.6,1502,819,30 
4131,ID_2512,Noida,"South Indian, Chinese",100,50,2.9,9,2,45 
4132,ID_1661,Noida,"North Indian, Mughlai, Chinese, Continental, Fast Food, Kebab",300,50,3.6,120,40,45 
4133,ID_4456,Pune,"North Indian, Chinese",200,50,3.8,25,16,30 
4134,ID_351,Noida,"North Indian, Mughlai, Biryani, Momos, Rolls",200,50,4.0,1122,308,45 
4135,ID_5409,Mumbai,"Pizza, Fast Food",250,50,4.2,84,62,30 
4136,ID_1036,Noida,"North Indian, Thai, Goan, Mughlai, Seafood",200,99,4.1,69,53,30 
4137,ID_3039,Delhi,Fast Food,200,50,3.6,233,113,45 
4138,ID_1022,Noida,Bakery,100,50,3.4,14,4,30 
4139,ID_8573,Pune,"Pizza, Italian",250,50,4.1,29,20,30 
4140,ID_2947,Delhi,"North Indian, Chinese, Continental, Beverages",500,50,3.8,174,103,30 
4141,ID_8064,Gurgaon,Rolls,100,50,2.8,15,5,30 
4142,ID_5997,Mumbai,"Fast Food, Pizza, Rolls, Sandwich",150,50,3.4,16,4,30 
